timestamp,distance
2024-10-09T22:44:28,-1338.18
2024-10-09T22:44:31,-16.36
2024-10-09T22:44:38,-23.64
2024-10-09T22:44:44,-38.18
2024-10-09T22:44:47,-16.36
2024-10-09T22:44:53,-1338.18
2024-10-09T22:44:56,-25.45
2024-10-09T22:44:59,-20.0
2024-10-09T22:45:05,-34.55
2024-10-09T22:45:08,-16.36
2024-10-09T22:45:14,-5.45
2024-10-09T22:45:26,-1338.18
2024-10-09T22:45:32,-16.36
2024-10-09T22:45:35,-25.45
2024-10-09T22:45:38,-1338.18
2024-10-09T22:45:44,-36.36
2024-10-09T22:45:47,-20.0
2024-10-09T22:45:50,-30.91
2024-10-09T22:45:53,-23.64
2024-10-09T22:45:59,-40.0
2024-10-09T22:46:02,-25.45
2024-10-09T22:46:05,-1338.18
2024-10-09T22:46:08,-27.27
2024-10-09T22:46:14,-21.82
2024-10-09T22:46:20,-38.18
2024-10-09T22:46:29,-1338.18
2024-10-09T22:46:32,-23.64
2024-10-09T22:46:35,-1338.18
2024-10-09T22:46:38,-40.0
2024-10-09T22:46:41,-21.82
2024-10-09T22:46:44,-16.36
2024-10-09T22:46:50,-1338.18
2024-10-09T22:46:53,-21.82
2024-10-09T22:47:03,-30.91
2024-10-09T22:47:06,-1338.18
2024-10-09T22:47:09,-40.0
2024-10-09T22:47:12,21.82
2024-10-09T22:47:15,-1338.18
2024-10-09T22:47:18,20.0
2024-10-09T22:47:21,-1338.18
2024-10-09T22:47:30,10.91
2024-10-09T22:47:36,18.18
2024-10-09T22:47:42,-1338.18
2024-10-09T22:47:48,12.73
2024-10-09T22:47:51,-1338.18
2024-10-09T22:48:13,-1338.18
2024-10-09T22:49:34,-27.27
2024-10-09T22:49:37,-47.27
2024-10-09T22:49:41,-30.91
2024-10-09T22:50:39,-25.45
2024-10-09T22:50:43,-1338.18
2024-10-09T22:52:24,-23.64
2024-10-09T22:52:31,-43.64
2024-10-09T22:52:17,-38.18
2024-10-09T22:52:34,-25.45
2024-10-09T22:52:37,-1338.18
2024-10-09T22:52:40,-20.0
2024-10-09T22:50:49,-21.82
2024-10-09T22:52:43,-25.45
2024-10-09T22:52:46,-43.64
2024-10-09T22:52:49,-23.64
